title,URL,Published date,keywords,KW,picture,group
腸是你的第二個腦！蔬果味噌湯整腸養好菌、抗失智,https://www.everydayhealth.com.tw//article/1448,2018-08-10, 養生保健 腸胃健康 失智症 減重,腸胃健康 失智症 減重,https://c2.staticflickr.com/2/1792/42915458465_8154146221_b.jpg,21
脂肪少70％！日腦醫：自製豆漿沙拉醬防失智高血壓,https://www.everydayhealth.com.tw//article/19746,2018-08-10, 健康飲食 高血壓 高血壓/糖尿病飲食 動脈硬化 失智 失智症 預防失智,高血壓 高血壓/糖尿病飲食 動脈硬化 失智 失智症 預防失智,https://c2.staticflickr.com/2/1814/43223820994_4c8bd7eeb7_b.jpg,21
腦疲勞是毒素堆積！日醫博士3招幫大腦排毒,https://www.everydayhealth.com.tw//article/5083,2018-08-10, 其他身心健康 大腦 消除疲勞 疲勞,大腦 消除疲勞 疲勞,https://c1.staticflickr.com/1/858/30053633208_efab3df953_b.jpg,24
女性荷爾蒙逐年遞減！中醫專家：多按4穴位平衡雌激素,https://www.everydayhealth.com.tw//article/18639,2018-04-11, 穴道導引 女性荷爾蒙 穴道 雌激素 老化 胸部保養,女性荷爾蒙 穴道 雌激素 老化 胸部保養,https://c1.staticflickr.com/1/877/40647160824_af0e9d9f95_b.jpg,1
肺俞穴止咳沒有誰比它更強大！更年期盜汗也能解,https://www.everydayhealth.com.tw//article/11480,2017-10-29, 穴道導引 穴道 咳嗽 穴道按摩 鼻塞 皮膚乾癢 去痰 更年期 發汗,穴道 咳嗽 穴道按摩 鼻塞 皮膚乾癢 去痰 更年期 發汗,https://c1.staticflickr.com/5/4498/37959536701_96987a11c2_b.jpg,5
肚臍是全身經絡氣血樞鈕！溫熱肚臍治百病強體質,https://www.everydayhealth.com.tw//article/9695,2015-07-01, 養生保健 經絡 中醫 肚臍 止痛 過敏,經絡 中醫 肚臍 止痛 過敏,https://farm1.staticflickr.com/267/19313149995_8e29e54c6e_b.jpg,27
關鍵3類養眼食物就可讓視力回復，遠離白內障青光眼,https://www.everydayhealth.com.tw//article/13023,2019-02-17, 健康飲食 青光眼 白內障 維生素C 維生素B群 抗氧化 深色蔬果 視力,青光眼 白內障 維生素C 維生素B群 抗氧化 深色蔬果 視力,https://farm9.staticflickr.com/8326/29193817405_2071473bb0_b.jpg,27
想不到的神奇好「醋」！牛奶醋減肥降三高、防中風,https://www.everydayhealth.com.tw//article/19725,2018-08-08, 健康飲食 降血壓 高血壓 高血壓/糖尿病飲食 降血糖 高血糖 糖尿病,降血壓 高血壓 高血壓/糖尿病飲食 降血糖 高血糖 糖尿病,https://c2.staticflickr.com/2/1816/43831062142_a807d4a666_b.jpg,25
清血保命！這時一定要喝水,https://www.everydayhealth.com.tw//article/8844,2018-08-07, 健康飲食 喝水 口乾舌燥 便祕 癌症 疼痛,喝水 口乾舌燥 便祕 癌症 疼痛,https://c1.staticflickr.com/1/853/30009715118_6a6b0f6091_b.jpg,17
長期失眠、耳鳴恐自律神經失調，按壓指甲根井穴有奇效,https://www.everydayhealth.com.tw//article/19669,2018-08-07, 穴道導引 自律神經 自律神經失調 穴道按摩 穴道 頭痛 失眠,自律神經 自律神經失調 穴道按摩 穴道 頭痛 失眠,https://c2.staticflickr.com/2/1834/42010654890_2f0ec79d1e_b.jpg,5
3步驟有效改善五十肩！3組小運動讓肩關節不卡卡,https://www.everydayhealth.com.tw//article/15335,2017-06-14, 關節疼痛 五十肩 肌肉鍛鍊 肩關節 發炎 伸展 運動 治療,五十肩 肌肉鍛鍊 肩關節 發炎 伸展 運動 治療,https://static.everydayhealth.com.tw/main/201706/34987237452_8912227d8b_b.jpg,6
腰痛、膝蓋痛？這樣走路爬樓梯最不傷關節,https://www.everydayhealth.com.tw//article/17144,2017-12-08, 關節疼痛 走路 膝關節 脊椎 腰痛 膝蓋痛 復健運動,走路 膝關節 脊椎 腰痛 膝蓋痛 復健運動,https://c1.staticflickr.com/5/4534/37979010085_92b5e72d60_b.jpg,12
心臟衰竭比癌症還致命！蹬腳跟、半深蹲恢復心臟健康,https://www.everydayhealth.com.tw//article/20731,2019-01-15, 養生保健 心臟衰竭 心臟病 心肌梗塞 復健運動 高血壓,心臟衰竭 心臟病 心肌梗塞 復健運動 高血壓,https://c2.staticflickr.com/8/7859/32862134668_ac06ce3bfe_b.jpg,2
平衡自律神經超簡單！按按手部淋巴穴道，徹底排廢,https://www.everydayhealth.com.tw//article/12798,2016-08-12, 養生保健 壓力 按摩 淋巴 紓壓 自律神經,壓力 按摩 淋巴 紓壓 自律神經,https://farm9.staticflickr.com/8493/28779843732_559b0a6866_b.jpg,4
壓力擾亂荷爾蒙？日本婦科女醫師3招遠離內分泌失調,https://www.everydayhealth.com.tw//article/3283,2018-08-04, 養生保健 荷爾蒙 泡澡 運動 肌肉 減重,荷爾蒙 泡澡 運動 肌肉 減重,https://c1.staticflickr.com/1/860/43042488974_ea2d57e34f_b.jpg,6
肩頸僵硬自己治！按按小腿、腳趾，消除肩膀痠痛,https://www.everydayhealth.com.tw//article/3377,2018-08-04, 肩頸痠痛 按摩 肩膀酸痛 腳 減重,按摩 肩膀酸痛 腳 減重,https://c2.staticflickr.com/2/1815/28842950877_997026bf65_b.jpg,14
紅茶、綠茶、咖啡比一比！抗發炎護血管，最能活腦是它,https://www.everydayhealth.com.tw//article/13577,2016-11-22, 健康飲食 紅茶 大腦 健腦茶 抗發炎 血管 類黃酮,紅茶 大腦 健腦茶 抗發炎 血管 類黃酮,https://farm6.staticflickr.com/5689/31016332335_6c01d36cd3_b.jpg,27
潮熱痰濁易中風！祖傳秘方蒜頭雞湯可預防,https://www.everydayhealth.com.tw//article/12475,2018-08-03, 健康飲食 中風 中醫 腦中風 大蒜 高血壓,中風 中醫 腦中風 大蒜 高血壓,https://farm8.staticflickr.com/7531/27174276884_4b8411a615_b.jpg,2
別把中風當中暑！4大關鍵差異要詳記,https://www.everydayhealth.com.tw//article/19621,2018-08-02, 保健新聞 腦梗塞 中風 腦中風 中暑 手麻 暈眩,腦梗塞 中風 腦中風 中暑 手麻 暈眩,https://c2.staticflickr.com/2/1780/29908878848_1d84e3c6fb_b.jpg,2
下半身，決定你的下半生，肌肉10大救命功能！,https://www.everydayhealth.com.tw//article/1811,2013-11-02, 養生保健 肌肉 血液循環 肌肉纖維 減重,肌肉 血液循環 肌肉纖維 減重,https://c1.staticflickr.com/3/2937/14578527387_db264ff789_b.jpg,14
她半年瘦下8公斤，經痛、血塊、月經失調也解決,https://www.everydayhealth.com.tw//article/14611,2017-04-11, 中醫養生 經期 腰痛 肥胖 穴道按摩 氣血 代謝 熱量 少量多餐,經期 腰痛 肥胖 穴道按摩 氣血 代謝 熱量 少量多餐,https://static.everydayhealth.com.tw/main/201703/33042930664_24ccb47eeb_b.jpg,5
現代人肝臟機能越來越差！6最強排毒蔬果趕快記下來,https://www.everydayhealth.com.tw//article/12823,2016-08-15, 健康飲食 排毒 抗氧化 腸道 水果 肝臟 番茄 葡萄 蘋果,排毒 抗氧化 腸道 水果 肝臟 番茄 葡萄 蘋果,https://farm9.staticflickr.com/8840/28640552200_ce1f640560_b.jpg,7
戳30下護膝蓋防失智，68歲也健步如飛！,https://www.everydayhealth.com.tw//article/19648,2018-07-31, 穴道導引 膝痛 膝蓋痛 膝關節 腰痛 失智 預防失智,膝痛 膝蓋痛 膝關節 腰痛 失智 預防失智,https://c1.staticflickr.com/1/857/41922084890_3e45a93525_b.jpg,12
1分鐘甩頭痛！日本名醫獨創3招,https://www.everydayhealth.com.tw//article/19649,2018-07-31, 頭痛/偏頭痛 頭痛 偏頭痛 止痛藥 止痛,頭痛 偏頭痛 止痛藥 止痛,https://c1.staticflickr.com/1/941/29859985598_b35e5f3d40_b.jpg,10
天天喊累？醫：起床喝水加1匙！7招養腎消疲勞,https://www.everydayhealth.com.tw//article/5602,2018-07-31, 健康飲食 生活 生活妙招 生活常識 生活習慣 生理時鐘 維生素B群 減重,生活 生活妙招 生活常識 生活習慣 生理時鐘 維生素B群 減重,https://c1.staticflickr.com/1/862/43682923772_234ce34af7_b.jpg,1
檸檬水助排便、生薑水暖身！3溫開水養生有效抗發炎,https://www.everydayhealth.com.tw//article/6172,2016-11-22, 健康飲食 喝水 喝溫水 生薑 冬天 排毒 檸檬 檸檬水,喝水 喝溫水 生薑 冬天 排毒 檸檬 檸檬水,https://farm6.staticflickr.com/5805/30928237831_17dd42c0f1_b.jpg,17
常頭痛肩痠？恐是冷氣病！3對策4穴位平衡自律神經,https://www.everydayhealth.com.tw//article/9500,2016-07-18, 穴道導引 健走 冷氣病 深蹲 穴道按摩 肚子痛 自律神經失調 虛寒 頭痛,健走 冷氣病 深蹲 穴道按摩 肚子痛 自律神經失調 虛寒 頭痛,https://farm8.staticflickr.com/7791/18183891195_537ed04e5b_b.jpg,10
婦科經絡保養大全，按這些穴道告別惱人白帶、經痛,https://www.everydayhealth.com.tw//article/18716,2018-04-16, 中醫養生 月經 子宮 婦產子宮健康 經痛 經絡按摩,月經 子宮 婦產子宮健康 經痛 經絡按摩,https://c1.staticflickr.com/1/783/39615286750_ce2a9cd7d0_b.jpg,9
自律神經失調讓臉紅紅！改善血管擴張居家4招就能做,https://www.everydayhealth.com.tw//article/14368,2017-02-26, 養生保健 紅疹 皮膚 血管 天氣冷 自律神經失調,紅疹 皮膚 血管 天氣冷 自律神經失調,https://farm4.staticflickr.com/3728/32964533586_73eab5c0ab_b.jpg,27
跪姿1動作鬆展肩胛骨，腰酸背痛、五十肩都舒緩了,https://www.everydayhealth.com.tw//article/19582,2018-07-30, 肩頸痠痛 肩胛骨 斜方肌 腰痛 肩頸僵硬,肩胛骨 斜方肌 腰痛 肩頸僵硬,https://c1.staticflickr.com/1/857/42764977445_9cbcbb3292_b.jpg,14
飯後血糖高死亡率高2倍！名醫早餐吃這杯整腸穩血糖,https://www.everydayhealth.com.tw//article/19640,2018-07-30, 健康飲食 優格 大豆 乳酸菌 膳食纖維 降血糖 血糖,優格 大豆 乳酸菌 膳食纖維 降血糖 血糖,https://c1.staticflickr.com/1/839/42764977735_ebd46c9945_b.jpg,25
手指靈活就能提升腦機能！每天2分半強化記憶力專注力,https://www.everydayhealth.com.tw//article/10034,2017-05-18, 養生保健 記憶力 手指 運動 大腦 拇指運動 失智 血液循環,記憶力 手指 運動 大腦 拇指運動 失智 血液循環,https://static.everydayhealth.com.tw/main/201507/34325672170_f20708f3b3_b.jpg,21
減肥、洗頭、解便…原來氣泡水這麼好用！,https://www.everydayhealth.com.tw//article/19654,2018-07-29, 保健新聞 氣泡水 碳酸水 減肥 洗頭髮 泡澡 促進血液循環,氣泡水 碳酸水 減肥 洗頭髮 泡澡 促進血液循環,https://c1.staticflickr.com/1/859/42760714385_87857d625e_b.jpg,23
3階段入門殭屍體操！每天1分鐘效果等於步行30分鐘,https://www.everydayhealth.com.tw//article/10805,2015-11-30, 養生保健 運動 殭屍體操 健走 心血管,運動 殭屍體操 健走 心血管,https://farm1.staticflickr.com/744/23330168951_ff6ca480a6_b.jpg,6
失眠是心腎不交的警訊！按按腳底安神穴位養腎又強心,https://www.everydayhealth.com.tw//article/16949,2017-11-10, 失眠問題 中醫養生 穴位按摩 腎臟 心臟 失眠,中醫養生 穴位按摩 腎臟 心臟 失眠,https://c1.staticflickr.com/5/4585/26504480169_6b13bdb64e_b.jpg,27
內臟型虛寒讓子宮也著涼！暖暖包貼這裡徹底改善,https://www.everydayhealth.com.tw//article/11077,2016-01-15, 養生保健 保暖 卵巢 子宮 暖暖包 暖身 生理期 穴道 自律神經失調 虛寒,保暖 卵巢 子宮 暖暖包 暖身 生理期 穴道 自律神經失調 虛寒,https://farm2.staticflickr.com/1608/24388272785_82fbd7cd69_b.jpg,15
幽門螺旋桿菌易引起胃潰瘍、胃癌，一招關鍵有效,https://www.everydayhealth.com.tw//article/14663,2017-03-26, 西醫醫學 腸胃 傳染病 細菌 胃食道逆流 健康資訊,腸胃 傳染病 細菌 胃食道逆流 健康資訊,https://static.everydayhealth.com.tw/main/201703/33600436445_08ffd95cfb_b.jpg,27
便秘多喝水、吃大量纖維？胃腸科醫師：喝對才有用,https://www.everydayhealth.com.tw//article/8778,2015-02-06, 健康飲食 多喝水 膳食纖維 運動 腸胃健康 便祕 腸胃蠕動,多喝水 膳食纖維 運動 腸胃健康 便祕 腸胃蠕動,https://c2.staticflickr.com/8/7001/26649003003_26e28d75be_b.jpg,11
肥人多痰，瘦人多火！生薑、番茄改善代謝燥熱體質,https://www.everydayhealth.com.tw//article/9805,2015-09-07, 健康飲食 體質 中醫 易瘦體質 易胖體質 上火 代謝 生薑 番茄,體質 中醫 易瘦體質 易胖體質 上火 代謝 生薑 番茄,https://farm1.staticflickr.com/690/21018745810_89359d1c37_b.jpg,27
小禎公開運動後菜單，營養師：享「瘦」平時記得這樣做,https://www.everydayhealth.com.tw//article/19667,2018-07-26, 保健新聞 瘦身 減重 瘦身飲食 減重飲食 規律運動,瘦身 減重 瘦身飲食 減重飲食 規律運動,https://c1.staticflickr.com/1/925/29773851398_8197938b54_b.jpg,19
下半生的行動力！這動作撐不到3秒，老來恐臥床不起,https://www.everydayhealth.com.tw//article/8830,2018-07-26, 養生保健 扁平足 足弓 肥胖 走路 保健 健康新知 健康瘦 健走,扁平足 足弓 肥胖 走路 保健 健康新知 健康瘦 健走,https://c1.staticflickr.com/1/836/42724230635_7195b2c405_b.jpg,27
腦梗塞、動脈硬化多3倍！博士一招排毒漱口擊退壞菌,https://www.everydayhealth.com.tw//article/19636,2018-07-25, 養生保健 漱口 動脈硬化 心肌梗塞 腦梗塞 牙周病,漱口 動脈硬化 心肌梗塞 腦梗塞 牙周病,https://c1.staticflickr.com/1/847/42889801334_69111dfb63_b.jpg,2
心房顫動患者中風機率多5倍！睡不好增1.5倍風險,https://www.everydayhealth.com.tw//article/19629,2018-07-25, 保健新聞 失眠 睡眠障礙 睡眠品質 心律不整 心悸 心房顫動,失眠 睡眠障礙 睡眠品質 心律不整 心悸 心房顫動,https://c1.staticflickr.com/1/840/29737447248_8d15904d2c_b.jpg,3
塑化劑增加罹患乳癌風險！譚敦慈5多1少抗塑毒,https://www.everydayhealth.com.tw//article/11855,2018-04-26, 西醫醫學 乳癌 塑化劑 多喝水 油炸食物 蔬果 譚敦慈 豆類 食品安全,乳癌 塑化劑 多喝水 油炸食物 蔬果 譚敦慈 豆類 食品安全,https://farm2.staticflickr.com/1571/25779235524_093b62733c_b.jpg,27
覺得胸悶疲勞？4分鐘立即鬆開脖頸僵硬,https://www.everydayhealth.com.tw//article/11600,2016-05-13, 肩頸痠痛 促進血液循環 慢性疲勞 消除疲勞 疲勞 胸悶 胸部 脖子 血液循環,促進血液循環 慢性疲勞 消除疲勞 疲勞 胸悶 胸部 脖子 血液循環,https://farm8.staticflickr.com/7213/26945743775_a44f2ebd5c_b.jpg,24
一週血管年輕25歲！2方法護肝腎，還能防失智,https://www.everydayhealth.com.tw//article/13650,2016-12-01, 養生保健 肉桂 血管 血液循環 老化 失智,肉桂 血管 血液循環 老化 失智,https://farm6.staticflickr.com/5678/31329010095_3e42df4be5_b.jpg,14
失智症十大警訊！9大處方從現在開始預防,https://www.everydayhealth.com.tw//article/11863,2018-07-23, 養生保健 中藥 中醫 失智 核桃 腦中風 黑芝麻 失智症 腎臟,中藥 中醫 失智 核桃 腦中風 黑芝麻 失智症 腎臟,https://farm8.staticflickr.com/7064/26791562536_77ec837b1c_b.jpg,21
站1分鐘練臀腿！研究：2件事讓你多燒12萬卡熱量,https://www.everydayhealth.com.tw//article/58,2018-07-23, 養生保健 生活習慣 運動 體脂肪 單腳站 減重,生活習慣 運動 體脂肪 單腳站 減重,https://c1.staticflickr.com/1/838/42787686574_45aacfd259_b.jpg,6
糖尿病運動4守則穩血糖！醫師推10分鐘運動促末梢血循,https://www.everydayhealth.com.tw//article/19542,2018-07-22, 養生保健 高血糖 糖尿病 運動,高血糖 糖尿病 運動,https://c2.staticflickr.com/2/1803/29653028498_bc436626e8_b.jpg,25
腳底偏紫虛寒、偏黃是肝不好...按按腳幫全身排毒,https://www.everydayhealth.com.tw//article/11614,2016-05-03, 養生保健 手腳冰冷 氣色 疲勞 腳底按摩 虛寒 貧血 高血壓,手腳冰冷 氣色 疲勞 腳底按摩 虛寒 貧血 高血壓,https://farm2.staticflickr.com/1680/26705584855_239ac031e7_b.jpg,15
拉拉腳趾轉一轉，改善骨盆歪斜、荷爾蒙失調,https://www.everydayhealth.com.tw//article/11615,2016-06-17, 養生保健 伸展 促進血液循環 女性荷爾蒙 手指 腳趾冰冷 虛寒 雌激素 髖關節,伸展 促進血液循環 女性荷爾蒙 手指 腳趾冰冷 虛寒 雌激素 髖關節,https://farm8.staticflickr.com/7417/27646540786_44340c6a45_b.jpg,23
飯後散步、穿襪睡覺好養生！日醫師：錯！這樣做才對,https://www.everydayhealth.com.tw//article/17762,2018-01-08, 養生保健 生活習慣 保暖 手腳冰冷 幫助消化 散步 補眠,生活習慣 保暖 手腳冰冷 幫助消化 散步 補眠,https://c1.staticflickr.com/5/4645/25641596228_be753e246d_b.jpg,15
別把腸內壞菌養胖！日腸道權威關鍵2招順利消滅癌細胞,https://www.everydayhealth.com.tw//article/13677,2016-11-30, 養生保健 腸道 益菌 癌症 健康資訊 養生 飲食習慣,腸道 益菌 癌症 健康資訊 養生 飲食習慣,https://farm6.staticflickr.com/5608/30488699644_429cdbbb75_b.jpg,13
每天排便也可能便秘！大蒜、紅豆5超強除便祕食材,https://www.everydayhealth.com.tw//article/10870,2015-12-09, 健康飲食 便祕 大蒜 杏仁 橘子 紅豆 納豆 膳食纖維,便祕 大蒜 杏仁 橘子 紅豆 納豆 膳食纖維,https://farm6.staticflickr.com/5834/23622332895_b21335430e_b.jpg,11
壓力大讓死亡荷爾蒙過多！陳俊旭博士逆老關鍵1招,https://www.everydayhealth.com.tw//article/11722,2018-07-19, 對抗老化 睡眠 睡眠品質 腎上腺 荷爾蒙,睡眠 睡眠品質 腎上腺 荷爾蒙,https://farm2.staticflickr.com/1646/25389811054_00c71c15a0_b.jpg,3
養肝健脾除痰濕，吳明珠中醫師敲肝經消水腫,https://www.everydayhealth.com.tw//article/14965,2018-07-19, 濕氣體質 瘦身調養全書 吳明珠中醫師 肥胖 養肝 脾胃 穴道按摩 減重,瘦身調養全書 吳明珠中醫師 肥胖 養肝 脾胃 穴道按摩 減重,https://c2.staticflickr.com/2/1789/29592947168_db3b331529_b.jpg,5
存腦本防失智！醫師教你這樣吃抑制大腦發炎,https://www.everydayhealth.com.tw//article/20352,2018-10-22, 養生保健 失智症 低GI飲食 高血糖 大腦,失智症 低GI飲食 高血糖 大腦,https://c2.staticflickr.com/2/1913/31549068198_1320c3fcd2_b.jpg,21
頸椎一歪，腰椎到骨盆跟著倒！仰頭10秒立即解痛,https://www.everydayhealth.com.tw//article/13187,2017-11-23, 肩頸痠痛 抗老 頸椎 止痛 肩頸僵硬 頸椎僵直,抗老 頸椎 止痛 肩頸僵硬 頸椎僵直,https://farm9.staticflickr.com/8117/29488985910_53dd7792ce_b.jpg,4
